Pacific-W Antarcticac	3n.1nm	4.24	66.62	-80.53	3.7	2.43	1.00E-008	6.62E-010	1.01E-008	7.62E-009	1.14E-008	3.44E-008	72	6	2	57	Croon et al 2008
Pacific-W Antarcticac	3n.4nm	5.11	66.91	-80.66	4.48	2.62	1.36E-008	1.47E-009	1.96E-008	7.24E-009	1.33E-008	5.86E-008	81	8	2	62	Croon et al 2008
Pacific-W Antarcticac	3An.1ny	5.89	67.09	-81.08	5.21	2.91	3.53E-008	2.55E-008	4.27E-008	3.23E-008	4.07E-008	8.12E-008	73	7	2	56	Croon et al 2008
Pacific-W Antarcticac	3An.2no	6.57	67.33	-81.2	5.81	1.48	1.32E-008	2.40E-009	2.17E-008	8.21E-009	1.54E-008	6.55E-008	74	7	2	57	Croon et al 2008
Pacific-W Antarcticac	4n.2nm	7.86	68.16	-80.54	6.83	1.41	2.38E-008	9.54E-009	4.41E-008	1.50E-008	2.67E-008	1.18E-007	80	8	2	61	Croon et al 2008
Pacific-W Antarcticac	4Anm	8.86	68.83	-79.97	7.64	1.34	1.12E-008	3.39E-009	1.69E-008	9.68E-009	1.56E-008	5.03E-008	84	8	2	65	Croon et al 2008
Pacific-W Antarcticac	5n.1ny	9.74	69.71	-78.57	8.42	1.01	1.59E-008	5.97E-009	3.17E-008	1.22E-008	2.32E-008	8.91E-008	82	8	2	63	Croon et al 2008
Pacific-W Antarcticac	5n.2no	10.95	70.36	-77.81	9.48	1.75	2.52E-008	6.62E-009	3.49E-008	2.72E-008	3.92E-008	1.06E-007	85	7	2	68	Croon et al 2008
Pacific-W Antarcticac	5An.2nm	12.29	71.29	-76.12	10.63	1.25	9.64E-009	4.97E-009	1.45E-008	1.12E-008	1.60E-008	3.84E-008	91	8	2	72	Croon et al 2008
Pacific-W Antarcticac	5AAnm	13.07	71.75	-75.12	11.28	1.37	1.55E-008	8.50E-009	2.19E-008	1.34E-008	1.92E-008	5.25E-008	88	8	2	69	Croon et al 2008
Pacific-W Antarcticac	5ADnm	14.4	72.38	-73.58	12.42	2.13	1.43E-008	7.02E-009	1.60E-008	1.11E-008	1.55E-008	3.61E-008	90	8	2	71	Croon et al 2008
Pacific-W Antarcticac	5Bn.2nm	15.1	72.6	-73.19	13.01	2.78	4.48E-008	1.92E-008	4.50E-008	2.97E-008	4.15E-008	9.77E-008	91	9	2	70	Croon et al 2008
Pacific-W Antarcticac	5Cn.1nm	16.15	72.97	-72.5	13.95	2.27	6.11E-008	3.17E-008	7.43E-008	4.10E-008	5.52E-008	1.63E-007	88	8	2	69	Croon et al 2008
Pacific-W Antarcticac	5Cn.3nm	16.64	73.18	-72.03	14.34	1.47	1.66E-008	8.02E-009	2.28E-008	1.21E-008	1.75E-008	5.33E-008	86	8	2	67	Croon et al 2008
Pacific-W Antarcticac	5Dnm	17.45	73.39	-71.58	14.93	1.47	1.47E-008	6.78E-009	1.72E-008	1.04E-008	1.47E-008	3.97E-008	87	8	2	68	Croon et al 2008
Pacific-W Antarcticac	5Eny	18.28	73.62	-70.91	15.42	1.88	3.33E-008	1.92E-008	3.18E-008	1.90E-008	2.40E-008	4.94E-008	79	7	2	62	Croon et al 2008
Pacific-W Antarcticac	6ny	19.05	73.71	-70.94	15.95	1.41	2.02E-008	8.76E-009	2.31E-008	1.18E-008	1.65E-008	4.44E-008	84	8	2	65	Croon et al 2008
Pacific-W Antarcticac	6no	20.13	74	-70.16	16.73	1.93	2.00E-008	8.48E-009	2.37E-008	1.13E-008	1.54E-008	4.65E-008	77	7	2	60	Croon et al 2008
Pacific-W Antarcticac	6An.2nm	21.16	74.13	-70.09	17.38	2.66	1.68E-008	7.96E-009	2.09E-008	1.14E-008	1.58E-008	4.36E-008	75	7	2	58	Croon et al 2008
Pacific-W Antarcticac	6nB.2no	23.07	74.39	-69.73	18.68	2.83	3.51E-008	1.83E-008	4.07E-008	1.95E-008	1.71E-008	9.31E-008	81	7	2	64	Croon et al 2008
Pacific-W Antarcticac	6Cn.3nm	24.06	74.48	-69.58	19.35	2.08	2.33E-008	1.21E-008	2.56E-008	1.36E-008	1.77E-008	4.59E-008	80	6	2	65	Croon et al 2008
Pacific-W Antarcticac	7n.2ny	24.84	74.51	-69.66	19.92	2.45	3.89E-008	1.35E-008	6.05E-008	1.82E-008	4.16E-009	1.86E-008	87	7	2	70	Croon et al 2008
Pacific-W Antarcticac	8n.1ny	25.82	74.5	-69.84	20.63	2.03	4.18E-008	2.23E-008	4.20E-008	2.04E-008	2.35E-008	6.79E-008	80	7	2	63	Croon et al 2008
Pacific-W Antarcticac	8n.2no	26.55	74.51	-69.81	21.18	1.12	2.73E-008	1.51E-008	3.01E-008	1.63E-008	2.13E-008	5.22E-008	87	7	2	70	Croon et al 2008
Pacific-W Antarcticac	9ny	27.03	74.46	-69.9	21.53	1.3	2.75E-008	1.54E-008	3.04E-008	1.64E-008	2.03E-008	5.38E-008	80	7	2	63	Croon et al 2008
Pacific-W Antarcticac	9no	27.97	74.4	-69.75	22.23	1.3	2.42E-008	1.44E-008	2.63E-008	1.57E-008	2.08E-008	4.34E-008	91	7	2	74	Croon et al 2008
Pacific-W Antarcticac	10n.1ny	28.28	74.41	-69.5	22.58	1.58	2.13E-008	1.32E-008	2.28E-008	1.51E-008	2.03E-008	3.88E-008	94	8	2	75	Croon et al 2008
Pacific-W Antarcticac	10n.2no	28.75	74.33	-69.54	22.95	2.92	2.33E-008	1.32E-008	2.48E-008	1.36E-008	1.77E-008	3.95E-008	97	8	2	78	Croon et al 2008
Pacific-W Antarcticac	11n.1ny	29.4	74.38	-68.71	23.66	2.2	1.81E-008	1.09E-008	2.14E-008	1.42E-008	1.91E-008	4.16E-008	96	9	2	75	Croon et al 2008
Pacific-W Antarcticac	11n.2no	30.1	74.33	-68.43	24.23	1.12	1.94E-008	9.60E-009	2.34E-008	1.25E-008	1.67E-008	4.75E-008	92	9	2	71	Croon et al 2008
Pacific-W Antarcticac	12ny	30.48	74.37	-67.75	24.71	2.67	1.97E-008	1.00E-008	2.10E-008	1.30E-008	1.74E-008	3.88E-008	82	8	2	63	Croon et al 2008
Pacific-W Antarcticac	12no	30.94	74.32	-67.59	25.06	1.15	1.92E-008	1.00E-008	1.99E-008	1.30E-008	1.74E-008	3.95E-008	79	8	2	60	Croon et al 2008
Pacific-W Antarcticac	13ny	33.06	74.44	-64.74	26.97	1.83	3.27E-008	1.67E-008	3.13E-008	1.63E-008	2.17E-008	4.92E-008	84	10	2	61	Croon et al 2008
Pacific-W Antarcticac	13no	33.55	74.48	-64.02	27.4	1.57	5.29E-008	3.16E-008	7.20E-009	2.68E-008	3.37E-008	6.19E-008	85	9	2	64	Croon et al 2008
Pacific-W Antarcticac	15ny	34.66	74.62	-61.89	28.4	1.11	4.21E-008	2.70E-008	4.19E-008	2.47E-008	3.27E-008	5.61E-008	94	9	2	73	Croon et al 2008
Pacific-W Antarcticac	15no	34.94	74.63	-61.49	28.62	2.77	1.22E-007	8.05E-008	1.21E-007	7.38E-008	9.56E-008	1.64E-007	88	7	2	71	Croon et al 2008
Pacific-W Antarcticac	16n.2ny	35.69	74.7	-60.18	29.23	1.46	4.22E-008	2.73E-008	4.36E-008	2.54E-008	3.22E-008	6.03E-008	82	6	2	67	Croon et al 2008
Pacific-W Antarcticac	16n.2no	36.34	74.75	-59.05	29.81	2.96	1.27E-007	8.52E-008	1.30E-007	8.01E-008	1.03E-007	1.80E-007	83	6	2	68	Croon et al 2008
Pacific-W Antarcticac	17n.1ny	36.62	74.76	-58.64	30.05	1.15	4.14E-008	2.73E-008	4.31E-008	2.55E-008	3.36E-008	5.90E-008	90	7	2	73	Croon et al 2008
Pacific-W Antarcticac	18n.2no	37.47	74.82	-57.44	30.68	2.01	1.32E-007	8.85E-008	1.37E-007	8.25E-008	1.08E-007	1.89E-007	88	7	2	71	Croon et al 2008
Pacific-W Antarcticac	18n.1ny	38.43	74.86	-56.21	31.41	2.13	4.11E-008	3.04E-008	4.83E-008	3.05E-008	4.02E-008	7.09E-008	96	8	2	77	Croon et al 2008
Pacific-W Antarcticac	18n.2no	40.13	74.87	-54.46	32.62	2.77	1.48E-007	1.04E-007	1.61E-007	9.82E-008	1.34E-007	2.24E-007	95	10	2	72	Croon et al 2008
Pacific-W Antarcticac	19nm	41.39	74.86	-53.25	33.53	1.01	4.91E-008	2.75E-008	5.98E-008	2.72E-008	4.00E-008	9.71E-008	81	11	2	56	Croon et al 2008
Pacific-W Antarcticac	20ny	42.54	74.86	-52.23	34.22	1.85	3.21E-007	1.60E-007	3.94E-007	1.48E-007	1.94E-007	6.15E-007	62	9	2	41	Croon et al 2008
Pacific-W Antarcticac	20no	43.79	74.78	-51.61	35.29	1.06	5.71E-007	2.27E-008	8.84E-007	2.58E-008	2.95E-008	1.46E-006	32	4	2	21	Croon et al 2008
Pacific-W Antarcticac	21nm	47.09	74.52	-50.19	37.64	1	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Cande et al. 1996
Pacific-W Antarcticac	24n.3no	53.35	73.63	-52.5	40.03	1	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Cande & Stock 2004b
Pacific-W Antarcticac	27nm	61.1	71.46	-55.07	45.2	1	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Cande & Stock 2004b
Pacific-W Antarcticac	30rm	67.7	68.94	-55.52	49.6	1	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Larter et al. 2002
Pacific-W Antarcticac	33ny	73.62	66.72	-55.04	53.74	1	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Larter et al. 2002
Pacific-W Antarcticac	34ny	83	65.58	-52.38	63.07	1	1.01E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Larter et al. 2002
Pacific-W Antarcticac	-	90	64.06	-49.94	67.99	1	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Larter et al. 2002
Pacific-W Antarctica	1no	0.78	64.3	-81.21	0.68	2.62	1.18E-009	6.47E-010	1.59E-009	4.26E-009	7.92E-009	4.43E-009	111	12	2	84	Croon et al 2008
Pacific-W Antarctica	2nm	1.86	64.9	-81.14	1.61	1.21	9.05E-009	2.51E-010	8.38E-009	6.54E-009	9.72E-009	3.00E-009	80	8	2	61	Croon et al 2008
Pacific-W Antarctica	2An.1ny	2.58	65.2	-81.23	2.23	2.05	2.78E-008	-6.69E-010	2.00E-009	2.37E-009	3.41E-009	8.94E-009	73	7	2	56	Croon et al 2008
Pacific-W Antarctica	2An.3no	3.58	65.9	-81.17	3.11	1.38	1.04E-008	6.61E-010	1.23E-008	8.30E-009	1.31E-008	4.28E-008	80	8	2	61	Croon et al 2008
Pacific-W Antarctica	3n.1nm	4.24	66.62	-80.53	3.7	2.43	1.00E-008	6.62E-010	1.01E-008	7.62E-009	1.14E-008	3.44E-008	72	6	2	57	Croon et al 2008
Pacific-W Antarctica	3n.4nm	5.11	66.91	-80.66	4.48	2.62	1.36E-008	1.47E-009	1.96E-008	7.24E-009	1.33E-008	5.86E-008	81	8	2	62	Croon et al 2008
Pacific-W Antarctica	3An.1ny	5.89	67.09	-81.08	5.21	2.91	3.53E-008	2.55E-008	4.27E-008	3.23E-008	4.07E-008	8.12E-008	73	7	2	56	Croon et al 2008
Pacific-W Antarctica	3An.2no	6.57	67.33	-81.2	5.81	1.48	1.32E-008	2.40E-009	2.17E-008	8.21E-009	1.54E-008	6.55E-008	74	7	2	57	Croon et al 2008
Pacific-W Antarctica	4n.2nm	7.86	68.16	-80.54	6.83	1.41	2.38E-008	9.54E-009	4.41E-008	1.50E-008	2.67E-008	1.18E-007	80	8	2	61	Croon et al 2008
Pacific-W Antarctica	4Anm	8.86	68.83	-79.97	7.64	1.34	1.12E-008	3.39E-009	1.69E-008	9.68E-009	1.56E-008	5.03E-008	84	8	2	65	Croon et al 2008
Pacific-W Antarctica	5n.1ny	9.74	69.71	-78.57	8.42	1.01	1.59E-008	5.97E-009	3.17E-008	1.22E-008	2.32E-008	8.91E-008	82	8	2	63	Croon et al 2008
Pacific-W Antarctica	5n.2no	10.95	70.36	-77.81	9.48	1.75	2.52E-008	6.62E-009	3.49E-008	2.72E-008	3.92E-008	1.06E-007	85	7	2	68	Croon et al 2008
Pacific-W Antarctica	5An.2nm	12.29	71.29	-76.12	10.63	1.25	9.64E-009	4.97E-009	1.45E-008	1.12E-008	1.60E-008	3.84E-008	91	8	2	72	Croon et al 2008
Pacific-W Antarctica	5AAnm	13.07	71.75	-75.12	11.28	1.37	1.55E-008	8.50E-009	2.19E-008	1.34E-008	1.92E-008	5.25E-008	88	8	2	69	Croon et al 2008
Pacific-W Antarctica	5ADnm	14.40	72.38	-73.58	12.42	2.13	1.43E-008	7.02E-009	1.60E-008	1.11E-008	1.55E-008	3.61E-008	90	8	2	71	Croon et al 2008
Pacific-W Antarctica	5Bn.2nm	15.10	72.6	-73.19	13.01	2.78	4.48E-008	1.92E-008	4.50E-008	2.97E-008	4.15E-008	9.77E-008	91	9	2	70	Croon et al 2008
Pacific-W Antarctica	5Cn.1nm	16.15	72.97	-72.5	13.95	2.27	6.11E-008	3.17E-008	7.43E-008	4.10E-008	5.52E-008	1.63E-007	88	8	2	69	Croon et al 2008
Pacific-W Antarctica	5Cn.3nm	16.64	73.18	-72.03	14.34	1.47	1.66E-008	8.02E-009	2.28E-008	1.21E-008	1.75E-008	5.33E-008	86	8	2	67	Croon et al 2008
Pacific-W Antarctica	5Dnm	17.45	73.39	-71.58	14.93	1.47	1.47E-008	6.78E-009	1.72E-008	1.04E-008	1.47E-008	3.97E-008	87	8	2	68	Croon et al 2008
Pacific-W Antarctica	5Eny	18.28	73.62	-70.91	15.42	1.88	3.33E-008	1.92E-008	3.18E-008	1.90E-008	2.40E-008	4.94E-008	79	7	2	62	Croon et al 2008
Pacific-W Antarctica	6ny	19.05	73.71	-70.94	15.95	1.41	2.02E-008	8.76E-009	2.31E-008	1.18E-008	1.65E-008	4.44E-008	84	8	2	65	Croon et al 2008
Pacific-W Antarctica	6no	20.13	74	-70.16	16.73	1.93	2.00E-008	8.48E-009	2.37E-008	1.13E-008	1.54E-008	4.65E-008	77	7	2	60	Croon et al 2008
Pacific-W Antarctica	6An.2nm	21.16	74.13	-70.09	17.38	2.66	1.68E-008	7.96E-009	2.09E-008	1.14E-008	1.58E-008	4.36E-008	75	7	2	58	Croon et al 2008
Pacific-W Antarctica	6nB.2no	23.07	74.39	-69.73	18.68	2.83	3.51E-008	1.83E-008	4.07E-008	1.95E-008	1.71E-008	9.31E-008	81	7	2	64	Croon et al 2008
Pacific-W Antarctica	6Cn.3nm	24.06	74.48	-69.58	19.35	2.08	2.33E-008	1.21E-008	2.56E-008	1.36E-008	1.77E-008	4.59E-008	80	6	2	65	Croon et al 2008
Pacific-W Antarctica	7n.2ny	24.84	74.51	-69.66	19.92	2.45	3.89E-008	1.35E-008	6.05E-008	1.82E-008	4.16E-009	1.86E-008	87	7	2	70	Croon et al 2008
Pacific-W Antarctica	8n.1ny	25.82	74.5	-69.84	20.63	2.03	4.18E-008	2.23E-008	4.20E-008	2.04E-008	2.35E-008	6.79E-008	80	7	2	63	Croon et al 2008
Pacific-W Antarctica	8n.2no	26.55	74.51	-69.81	21.18	1.12	2.73E-008	1.51E-008	3.01E-008	1.63E-008	2.13E-008	5.22E-008	87	7	2	70	Croon et al 2008
Pacific-W Antarctica	9ny	27.03	74.46	-69.9	21.53	1.3	2.75E-008	1.54E-008	3.04E-008	1.64E-008	2.03E-008	5.38E-008	80	7	2	63	Croon et al 2008
Pacific-W Antarctica	9no	27.97	74.4	-69.75	22.23	1.3	2.42E-008	1.44E-008	2.63E-008	1.57E-008	2.08E-008	4.34E-008	91	7	2	74	Croon et al 2008
Pacific-W Antarctica	10n.1ny	28.28	74.41	-69.5	22.58	1.58	2.13E-008	1.32E-008	2.28E-008	1.51E-008	2.03E-008	3.88E-008	94	8	2	75	Croon et al 2008
Pacific-W Antarctica	10n.2no	28.75	74.33	-69.54	22.95	2.92	2.33E-008	1.32E-008	2.48E-008	1.36E-008	1.77E-008	3.95E-008	97	8	2	78	Croon et al 2008
Pacific-W Antarctica	11n.1ny	29.40	74.38	-68.71	23.66	2.2	1.81E-008	1.09E-008	2.14E-008	1.42E-008	1.91E-008	4.16E-008	96	9	2	75	Croon et al 2008
Pacific-W Antarctica	11n.2no	30.10	74.33	-68.43	24.23	1.12	1.94E-008	9.60E-009	2.34E-008	1.25E-008	1.67E-008	4.75E-008	92	9	2	71	Croon et al 2008
Pacific-W Antarctica	12ny	30.48	74.37	-67.75	24.71	2.67	1.97E-008	1.00E-008	2.10E-008	1.30E-008	1.74E-008	3.88E-008	82	8	2	63	Croon et al 2008
Pacific-W Antarctica	12no	30.94	74.32	-67.59	25.06	1.15	1.92E-008	1.00E-008	1.99E-008	1.30E-008	1.74E-008	3.95E-008	79	8	2	60	Croon et al 2008
Pacific-W Antarctica	13ny	33.06	74.44	-64.74	26.97	1.83	3.27E-008	1.67E-008	3.13E-008	1.63E-008	2.17E-008	4.92E-008	84	10	2	61	Croon et al 2008
Pacific-W Antarctica	13no	33.55	74.48	-64.02	27.4	1.57	5.29E-008	3.16E-008	7.20E-009	2.68E-008	3.37E-008	6.19E-008	85	9	2	64	Croon et al 2008
Pacific-W Antarctica	15ny	34.66	74.62	-61.89	28.4	1.11	4.21E-008	2.70E-008	4.19E-008	2.47E-008	3.27E-008	5.61E-008	94	9	2	73	Croon et al 2008
Pacific-W Antarctica	15no	34.94	74.63	-61.49	28.62	2.77	1.22E-007	8.05E-008	1.21E-007	7.38E-008	9.56E-008	1.64E-007	88	7	2	71	Croon et al 2008
Pacific-W Antarctica	16n.2ny	35.69	74.7	-60.18	29.23	1.46	4.22E-008	2.73E-008	4.36E-008	2.54E-008	3.22E-008	6.03E-008	82	6	2	67	Croon et al 2008
Pacific-W Antarctica	16n.2no	36.34	74.75	-59.05	29.81	2.96	1.27E-007	8.52E-008	1.30E-007	8.01E-008	1.03E-007	1.80E-007	83	6	2	68	Croon et al 2008
Pacific-W Antarctica	17n.1ny	36.62	74.76	-58.64	30.05	1.15	4.14E-008	2.73E-008	4.31E-008	2.55E-008	3.36E-008	5.90E-008	90	7	2	73	Croon et al 2008
Pacific-W Antarctica	18n.2no	37.47	74.82	-57.44	30.68	2.01	1.32E-007	8.85E-008	1.37E-007	8.25E-008	1.08E-007	1.89E-007	88	7	2	71	Croon et al 2008
Pacific-W Antarctica	18n.1ny	38.43	74.86	-56.21	31.41	2.13	4.11E-008	3.04E-008	4.83E-008	3.05E-008	4.02E-008	7.09E-008	96	8	2	77	Croon et al 2008
Pacific-W Antarctica	18n.2no	40.13	74.87	-54.46	32.62	2.77	1.48E-007	1.04E-007	1.61E-007	9.82E-008	1.34E-007	2.24E-007	95	10	2	72	Croon et al 2008
Pacific-W Antarctica	19nm	41.39	74.86	-53.25	33.53	1.01	4.91E-008	2.75E-008	5.98E-008	2.72E-008	4.00E-008	9.71E-008	81	11	2	56	Croon et al 2008
Pacific-W Antarctica	20ny	42.54	74.86	-52.23	34.22	1.85	3.21E-007	1.60E-007	3.94E-007	1.48E-007	1.94E-007	6.15E-007	62	9	2	41	Croon et al 2008
Pacific-W Antarctica	20no	43.79	74.78	-51.61	35.29	1.06	5.71E-007	2.27E-008	8.84E-007	2.58E-008	2.95E-008	1.46E-006	32	4	2	21	Croon et al 2008
Pacific-W Antarctica	21nm	47.09	74.52	-50.19	37.64	1	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Cande et al. 1996
Pacific-W Antarctica	24n.3no	53.35	73.63	-52.5	40.03	1	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Cande & Stock 2004b
Pacific-W Antarctica	27nm	61.10	71.46	-55.07	45.2	1	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Cande & Stock 2004b
Pacific-W Antarctica	30rm	67.70	68.94	-55.52	49.6	1	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Larter et al. 2002
Pacific-W Antarctica	33ny	73.62	66.72	-55.04	53.74	1	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Larter et al. 2002
Pacific-W Antarctica	34ny	83.00	65.58	-52.38	63.07	1	1.01E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Larter et al. 2002
Pacific-W Antarctica	-	90.00	64.06	-49.94	67.99	1	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	1.00E-015	100	NA	NA	50	Larter et al. 2002
W Antarcticaa-E Antarctica	C0	0.01	-18.150	-17.850	0.000	1	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	100	NA	NA	50		
W Antarcticaa-E Antarctica	8n.2no	26.55	-18.150	-17.850	0.000	1	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	100	NA	NA	50		
W Antarcticaa-E Antarctica	13no	33.55	-18.150	-17.850	0.700	1	2.230E-05	7.590E-07	5.790E-05	6.640E-08	1.960E-06	1.510E-04	154	21	3	106	Cande et al. 2000	
W Antarcticaa-E Antarctica	20no	43.79	-18.150	-17.850	1.700	1	2.230E-05	7.590E-07	5.790E-05	6.640E-08	1.960E-06	1.510E-04	154	21	3	106	Cande et al. 2000	
W Antarcticaa-E Antarctica	34ny	83.00	-18.150	-17.850	1.700	1	2.230E-05	7.590E-07	5.790E-05	6.640E-08	1.960E-06	1.510E-04	154	21	3	106	Cande et al. 2000
W Antarcticab-E Antarctica	C0	0.01	-18.150	-17.850	0.000	1	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	100	NA	NA	50		
W Antarcticab-E Antarctica	8n.2no	26.55	-18.150	-17.850	0.000	1	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	100	NA	NA	50		
W Antarcticab-E Antarctica	13no	33.55	-18.150	-17.850	0.700	1	2.230E-05	7.590E-07	5.790E-05	6.640E-08	1.960E-06	1.510E-04	154	21	3	106	Cande et al. 2000	
W Antarcticab-E Antarctica	20no	43.79	-18.150	-17.850	1.700	1	2.230E-05	7.590E-07	5.790E-05	6.640E-08	1.960E-06	1.510E-04	154	21	3	106	Cande et al. 2000	
W Antarcticab-E Antarctica	25ny	55.90	-70.000	-30.000	4.000	1	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	100	NA	NA	50	Sutherland 2008	
W Antarcticab-E Antarctica	33ny	73.62	-80.000	-70.000	8.500	1	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	100	NA	NA	50	Sutherland 2008	
W Antarcticab-E Antarctica	34ny	83.00	-80.000	-70.000	8.500	1	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	1.000E-15	100	NA	NA	50	Sutherland 2008	
W Antarcticac-E Antarctica	C0	0.01	-84.78	190.99	0.000	1	1.991E-06	-5.062E-07	5.886E-06	2.569E-07	-1.623E-06	1.757E-05	238	19	3	194
W Antarcticac-E Antarctica	8.2o	26.6	-84.780	190.990	0.000	1.00	1.991E-06	-5.062E-07	5.886E-06	2.569E-07	-1.623E-06	1.757E-05	238	19	3	194	Granot et al 2013
W Antarcticac-E Antarctica	12o	30.94	-84.780	190.990	1.330	0.81	1.991E-06	-5.062E-07	5.886E-06	2.569E-07	-1.623E-06	1.757E-05	238	19	3	194	Granot et al 2013
W Antarcticac-E Antarctica	13o	33.55	-81.090	200.370	3.170	0.69	1.181E-05	5.040E-07	3.030E-05	3.935E-07	8.748E-07	7.821E-05	201	17	3	161	Granot et al 2013
W Antarcticac-E Antarctica	16y	35.69	-70.720	338.780	1.380	0.47	3.203E-06	-6.230E-07	9.698E-06	2.565E-07	-1.962E-06	2.917E-05	146	14	3	112	Granot et al 2013
W Antarcticac-E Antarctica	18o	40.13	-85.870	220.490	4.480	1.02	1.098E-05	-2.239E-06	3.256E-05	6.803E-07	-6.756E-06	9.678E-05	130	10	3	104	Granot et al 2013
W Antarcticac-E Antarctica	34ny	83.00	-85.870	220.490	4.480	1.02	1.098E-05	-2.239E-06	3.256E-05	6.803E-07	-6.756E-06	9.678E-05	130	10	3	104	Granot et al 2013
E Antarctica-Somalia	1no	0.78	11.2	-56.7	0.11	1	1.47E-008	2.66E-008	-1.62E-008	5.89E-008	-3.54E-008	2.60E-008	31	6	2	16	Demets et al 2010
E Antarctica-Somalia	2A.2no	3.22	7.9	-44.1	0.43	1	7.90E-010	8.80E-010	-8.20E-010	1.49E-009	-1.22E-009	1.15E-009	64	1	4	53	Horner-Johnson et al. 2005
E Antarctica-Somalia	5n.2no	10.95	14.6	-49.1	1.53	1	2.21E-008	2.36E-008	-9.20E-009	3.04E-008	-1.67E-008	2.45E-008	152	24	2	101	LeMaux et al. 2002
E Antarctica-Somalia	6no	20.13	10.8	-46	2.7	1	1.03E-007	8.83E-008	-2.34E-008	1.76E-007	-1.35E-007	2.24E-007	48	6	2	33	Patriat et al. 2008
E Antarctica-Somalia	8n.2no	26.55	14.3	-46.9	3.91	1	1.48E-007	1.49E-007	-9.66E-008	2.58E-007	-2.46E-007	3.70E-007	38	7	2	21	Patriat et al. 2008
E Antarctica-Somalia	13ny	33.06	16.2	-44.7	5.66	1	8.56E-007	6.73E-007	-1.66E-007	6.90E-007	-3.74E-007	5.82E-007	34	6	2	19	Patriat et al. 2008
E Antarctica-Somalia	13no	33.55	12.69	-44.61	5.67	0.59	5.71E-007	5.12E-007	-2.35E-007	5.63E-007	-2.53E-007	3.99E-007	171	22	3	121	Cande et al. 2010 ('basic')
E Antarctica-Somalia	18n.2no	40.13	13.8	-43.75	7.05	0.63	6.60E-007	5.69E-007	-1.00E-009	5.56E-007	-7.90E-008	6.80E-007	125	19	3	81	Cande et al. 2010 ('basic')
E Antarctica-Somalia	20ny	42.54	11.84	-42.32	7.53	0.93	2.36E-007	1.91E-007	-2.28E-007	2.31E-007	-2.63E-007	5.98E-007	133	18	3	91	Cande et al. 2010 ('all')
E Antarctica-Somalia	20no	43.79	11.84	-42.16	7.87	0.78	1.64E-007	1.23E-007	-1.95E-007	1.79E-007	-2.42E-007	4.97E-007	162	18	3	120	Cande et al. 2010 ('all')
E Antarctica-Somalia	21ny	46.26	11.29	-41.54	8.49	0.55	1.89E-007	1.60E-007	-2.76E-007	2.24E-007	-3.25E-007	6.86E-007	154	18	3	112	Cande et al. 2010 ('all')
E Antarctica-Somalia	21no	47.91	9.82	-40.7	8.83	1.86	2.26E-007	1.98E-007	-3.69E-007	2.67E-007	-4.00E-007	8.38E-007	160	18	3	118	Cande et al. 2010 ('all')
E Antarctica-Somalia	22no	49.71	9.19	-40.63	9.21	1.4	2.73E-007	2.54E-007	-4.70E-007	3.70E-007	-5.40E-007	1.08E-006	145	16	3	107	Cande et al. 2010 ('all')
E Antarctica-Somalia	23n.2no	51.74	9.31	-41.53	9.61	0.74	2.78E-007	2.77E-007	-4.41E-007	4.22E-007	-5.38E-007	9.45E-007	136	16	3	98	Cande et al. 2010 ('with SWIR')
